keys,speaker,act,dialogue,information
story1_2_9_0_0,ink,ink_serious,자네가 보기엔 이후에 싸움이 날 법한 상황으로 보이는가?,
story1_2_9_0_1,client,clt_think,싸움이 날 법한 상황이라기보다는...,
story1_2_9_0_2,client,clt_idle_1,이미 싸움은 벌어진 상태라고 보는 게 좋을 것 같아요.,이미 벌어진 싸움
story1_2_9_0_3,ink,ink_serious,주인공이 피를 흘리며 총을 조준하고 있는 시점이면...,
story1_2_9_0_4,ink,ink_idle,시작은 이미 지나갔다고 봐야겠군.,
story1_2_9_0_5,client,clt_innocent,"격발된 총의 연기, 그것도 그 증거겠고.",
story1_2_9_0_6,client,clt_idle_1,"맞아요, 그 연기 한 자락이 꽤 많은 걸 말해주는 것 같아요.",
story1_2_9_0_7,ink,ink_haught,대화를 하거나 밀고 당기다 벌어진 충돌이 아니라...,
story1_2_9_0_8,ink,ink_idle,거의 반사적으로 튀어나온 반격이었을 가능성이 높겠네.,
story1_2_9_0_9,client,clt_think,"그렇죠. 적이 먼저 쐈고, 주인공이 뒤늦게 맞받아친 상황...",
story1_2_9_0_10,client,clt_idle_1,그게 지금의 장면이죠.,
story1_2_9_0_11,client,clt_innocent,"그렇다면 지금은, 싸움이 일어나기 직전이 아니라...",
story1_2_9_0_12,ink,ink_serious,싸움의 한가운데.,
story1_2_9_0_13,ink,ink_idle,조용한 전운 같은 게 아니라...,
story1_2_9_0_14,ink,ink_serious,이미 총성이 울린 후의 짧은 정적이라는 거군.,
story1_2_9_0_15,client,clt_idle_1,물리적인 충돌은 분명 시작된 상태일 거예요.,
story1_2_9_0_16,ink,ink_haught,"됐어, 이건 여기까지.",
story1_2_9_0_17,ink,ink_idle,그렇다면...,
