keys,speaker,act,dialogue,information
story1_2_0_0_0,ink,ink_serious,조준 대상이 카메라 밖에 있는 이유는 무엇일 것 같나?,
story1_2_0_0_1,client,clt_think,"음, 그렇다기보다는...",
story1_2_0_0_2,client,clt_idle_1,긴장을 끌어올리는 방식일 수도 있어요.,
story1_2_0_0_3,client,clt_think,저 총구가 향한 방향은...,
story1_2_0_0_4,client,clt_idle_1,아마 적 방향 쪽이겠네요.,총구는 적방향
story1_2_0_0_5,ink,ink_serious,게다가 주인공을 보면 이미 피격 당한 상태네.,
story1_2_0_0_6,ink,ink_haught,맞았는데도 조준하고 있다는 점이 신기하군.,
story1_2_0_0_7,client,clt_think,손을 보면 방아쇠를 놓지 않고 있는 걸 보면...,
story1_2_0_0_8,client,clt_idle_1,몸이 반응한 거 아닐까요?,
story1_2_0_0_9,client,clt_idle_1,대상이 카메라 밖에 있다는 건...,
story1_2_0_0_10,client,clt_innocent,주인공 입장에선 여전히 위협이 남아있다는 뜻이기도 하고요.,
story1_2_0_0_11,ink,ink_haught,총에서 연기가 나는 걸 보니...,화약 연기
story1_2_0_0_12,ink,ink_idle,발사 직후 맞은 걸로 보이는군.,
story1_2_0_0_13,client,clt_think,반사적으로 쏜 건지...,
story1_2_0_0_14,client,clt_idle_1,아니면 이미 쏜 후에 반격당한 건지는 잘 모르겠네요.,
story1_2_0_0_15,client,clt_innocent,어쨌든 저 얼굴에서 느껴지는 건 하나죠.,
story1_2_0_0_16,ink,ink_panic,예상 못 했다는 건가...,
story1_2_0_0_17,client,clt_innocent,바로 그거죠.,
story1_2_0_0_18,ink,ink_haught,"됐어, 이건 여기까지.",
story1_2_0_0_19,ink,ink_idle,그렇다면...,
