keys,speaker,act,dialogue,information
story1_2_7_0_0,ink,ink_serious,이 장면이 이야기의 시작이었을 가능성은 얼마나 있을 것 같나?,
story1_2_7_0_1,client,clt_idle_1,가능성이 아예 없는 건 아니지만...,
story1_2_7_0_2,client,clt_think,"글쎄요, 그렇게 높아 보이진 않아요.",
story1_2_7_0_3,ink,ink_haught,어떤 점에서 그렇게 보는 건가?,
story1_2_7_0_4,client,clt_think,주인공의 표정 부분에서 많이 느껴져요.,
story1_2_7_0_5,client,clt_innocent,이미 뭔가 한 차례 겪고 온 얼굴이랄까요.,
story1_2_7_0_6,client,clt_think,"총도 이미 발사된 상태고, 몸에도 맞았고...",
story1_2_7_0_7,client,clt_panic,이게 처음 장면이라면 너무 급작스럽죠.,
story1_2_7_0_8,ink,ink_serious,그럼 뭔가 흐름이 있는게 좋을 것 같다는 거군.,
story1_2_7_0_9,client,clt_think,적어도 실루엣을 마주치기 전까지는 짧은 전개가 있었을 것 같아요.,
story1_2_7_0_10,client,clt_innocent,혹은 눈빛 주고받는 장면 정도는요.,
story1_2_7_0_11,client,clt_idle_1,이게 오프닝 컷이라기엔 너무 중간부터 달리는 느낌이 크네요.,
story1_2_7_0_12,ink,ink_haught,"시작이 아니라면, 어느 정도 지점인 것 같나?",
story1_2_7_0_13,client,clt_idle_1,음… 기점이라기보단 전환점 쪽이 좋을 것 같아요.,기점보단 전환점
story1_2_7_0_14,client,clt_think,갈등이 수면 위로 드러나는 시점쯤?,
story1_2_7_0_15,client,clt_idle_1,주인공이 뭔가 결정을 해야 할 타이밍처럼 보이기도 하네요.,
story1_2_7_0_16,ink,ink_haught,"됐어, 이건 여기까지.",
story1_2_7_0_17,ink,ink_idle,그렇다면...,
