keys,speaker,act,dialogue,information
story1_1_7_0_0,ink,ink_serious,누군가를 만나기로 약속되어 있던 상황 같나?,
story1_1_7_0_1,client,clt_idle_1,전혀 아닌 것 같아요.,
story1_1_7_0_2,client,clt_panic,"주인공 표정부터가 저 녀석은 뭐지?처럼 보여요.",
story1_1_7_0_3,client,clt_think,예상치 못한 등장이라는 게 눈에 보일 정도?,예상치 못한 등장
story1_1_7_0_4,ink,ink_haught,그럼 실루엣 쪽이 일부러 기다리고 있던 것이라 생각하는 건가?,
story1_1_7_0_5,client,clt_innocent,가능성은 있죠.,
story1_1_7_0_6,client,clt_think,벽에 기대서 있는 자세도 그렇고.,
story1_1_7_0_7,client,clt_idle_1,어둠 속에서 일부러 모습을 흐릿하게 드러내는 것까지...,
story1_1_7_0_8,client,clt_laugh,마치 나타날 시간을 계산이라도 한 것처럼 보였달까요?,
story1_1_7_0_9,ink,ink_idle,그럼 주인공이 그걸 전혀 모르고 있었던 것이군.,
story1_1_7_0_10,client,clt_think,"약속도 없었고, 준비도 없었고...",
story1_1_7_0_11,client,clt_idle_1,딱 봐도 이건 우연이 아니다 싶은 기색이 섞여 있었죠.,
story1_1_7_0_12,ink,ink_haught,그 공간이 자기 은신처란 걸 생각하면...,
story1_1_7_0_13,ink,ink_serious,그 낯선 존재 하나로 분위기가 확 뒤집힌 셈이군.,
story1_1_7_0_14,client,clt_innocent,바로 그거죠.,
story1_1_7_0_15,ink,ink_haught,"됐어, 이건 여기까지.",
story1_1_7_0_16,ink,ink_idle,그렇다면...,
