keys,speaker,act,dialogue,information
story1_1_4_0_0,ink,ink_serious,연출이 두 인물 사이의 긴장감을 의도적으로 강조하고 있는 것처럼 보이나?,
story1_1_4_0_1,client,clt_laugh,아주 노골적인데요?,
story1_1_4_0_2,client,clt_idle_1,"주인공 시선이 그냥 보는 게 아니라, 거의 째려보는 수준이에요.",
story1_1_4_0_3,client,clt_think,고개는 반쯤 돌렸는데...,
story1_1_4_0_4,client,clt_innocent,눈빛은 날카롭게 실루엣을 겨누고 있어요.,
story1_1_4_0_5,ink,ink_idle,실루엣 쪽도 만만치 않군.,
story1_1_4_0_6,ink,ink_serious,자세가 묘하기도 하고...,기묘한 자세
story1_1_4_0_7,ink,ink_haught,벽에 기대고 있으면서도 동시에 웃고 있어.,
story1_1_4_0_8,client,clt_think,미소라는 게 환영의 표시가 아니라...,
story1_1_4_0_9,client,clt_idle_1,여유의 가장처럼 보이네요.,여유의 가장
story1_1_4_0_10,ink,ink_haught,그러니까 이건 단순한 마주침이 아니라...,
story1_1_4_0_11,ink,ink_serious,서로가 서로를 의심하며 심리전을 펼치는 장면이란 거지.,
story1_1_4_0_12,client,clt_idle_1,카메라는 둘 사이의 거리감을 극대화하고 있지만...,
story1_1_4_0_13,client,clt_innocent,대신 그 간극을 표정과 자세로 채우고 있는 것 같아요.,
story1_1_4_0_22,ink,ink_haught,그게 맞는 것 같군.,
story1_1_4_0_23,ink,ink_haught,"됐어, 이건 여기까지.",
story1_1_4_0_24,ink,ink_idle,그렇다면...,
