keys,speaker,act,dialogue,information
story1_1_9_0_0,ink,ink_serious,"저 장면에서 주인공은 이후, 어떤 행동을 취할 것 같나?",
story1_1_9_0_1,client,clt_idle_1,지금 분위기를 보아하니...,
story1_1_9_0_2,client,clt_think,실루엣에게 먼저 말을 꺼낼 생각은 있는 것 같네요.,
story1_1_9_0_3,client,clt_innocent,저 실루엣이 누군지 확인하고 싶다는 의도가 보여요.,
story1_1_9_0_4,ink,ink_idle,자네는 그렇게 생각하는군.,
story1_1_9_0_5,client,clt_idle_1,각본가님은 어떻게 생각하시는데요?,
story1_1_9_0_6,ink,ink_haught,허투루 말을 거는 건 아닐 것 같네.,
story1_1_9_0_7,ink,ink_idle,"정체를 확인하고 나면, 답변에 따라서...",
story1_1_9_0_8,ink,ink_serious,무기를 꺼낼 수도 있겠지.,
story1_1_9_0_9,ink,ink_panic,그렇게 눈빛이 말하는 것 같네만.,
story1_1_9_0_10,client,clt_think,실루엣 쪽이 총이라도 꺼내면...,
story1_1_9_0_11,client,clt_think,주인공도 가만있진 않을 것 같기도 하고...,
story1_1_9_0_12,client,clt_panic,처음부터 대화가 목적은 아니라는 거네요...,적은 주인공의 목숨을 원함.
story1_1_9_0_13,ink,ink_serious,상황 따라 달라지는 거겠지.,
story1_1_9_0_14,client,clt_panic,주인공도 말 한마디쯤은 준비해뒀을 텐데...,
story1_1_9_0_15,client,clt_think,저쪽이 총부터 꺼내면요?,
story1_1_9_0_16,ink,ink_haught,그땐 대사 없이 방아쇠가 먼저일 테지.,
story1_1_9_0_17,ink,ink_serious,말보다 반응이 빠른 쪽이 살아남는 자리니까.,
story1_1_9_0_18,ink,ink_haught,"됐어, 이건 여기까지.",
story1_1_9_0_19,ink,ink_idle,그렇다면...,
