keys,speaker,act,dialogue,information
story1_3_11_0_0,ink,ink_serious,자네가 보기엔 적이 말없이 공격하려는 인상인가?,
story1_3_11_0_1,client,clt_innocent,"대사는 없었지만, 총구가 말하고 있는 느낌이었죠.",
story1_3_11_0_2,client,clt_think,적이 뭔가 설명하거나 겁주려는 태도는 아닌 거 같아요.,
story1_3_11_0_3,client,clt_idle_1,"그냥 조용히, 끝내러 온 얼굴이었던 것 같아요.",
story1_3_11_0_4,ink,ink_haught,"위협이라기보다, 실행이 목적이었다?",
story1_3_11_0_5,client,clt_innocent,그렇죠. 경고나 겁주기가 아니라...,
story1_3_11_0_6,client,clt_laugh,이미 마음속에선 방아쇠를 당기고 있었던 거죠.,
story1_3_11_0_7,client,clt_idle_1,말로 풀겠다는 여지는 전혀 없어 보여요.,
story1_3_11_0_8,client,clt_think,그런 거 할 생각조차 없어 보였고요.,
story1_3_11_0_9,ink,ink_idle,공격의 의지가 눈에 확연히 드러났다는 말이군.,
story1_3_11_0_10,client,clt_idle_1,"움직임 하나 없이, 이미 그 자리에 죽음의 위기가 와 있었던 거죠.",죽음의 위기
story1_3_11_0_11,client,clt_think,주인공도 그걸 본능적으로 느꼈을 거고요.,
story1_3_11_0_12,ink,ink_haught,"됐어, 이건 여기까지.",
story1_3_11_0_13,ink,ink_idle,그렇다면...,
