keys,speaker,act,dialogue,information
story1_3_1_0_0,ink,ink_serious,적이 총을 겨눈 표정에서 감정이 드러난 것처럼 보이나?,
story1_3_1_0_1,client,clt_laugh,얼굴 전체에 기묘하게 퍼진 광기가 퍼져 있잖아요.,
story1_3_1_0_2,client,clt_think,흔히 보는 쏘기 직전의 망설임 같은 건 전혀 없어 보여요.,
story1_3_1_0_3,client,clt_idle_1,오히려 오래 기다려온 대상을 눈앞에 둔 사람처럼...,
story1_3_1_0_4,client,clt_innocent,딱 그 순간에 감정을 방출하던 느낌이에요.,
story1_3_1_0_5,ink,ink_haught,주인공에 대한 복수심으로 추정한다는 건가?,
story1_3_1_0_6,client,clt_think,음... 복수라기엔 얼굴에 기묘한 광기가 서려있어요.,
story1_3_1_0_7,client,clt_laugh,그게 오히려 더 무서운 것 아닐까요?,
story1_3_1_0_8,client,clt_idle_1,"분노에 찬 사람이 아니라, 이미 모든 감정을 방출하며...",
story1_3_1_0_9,client,clt_innocent,해야 할 일처럼 받아들이고 있는 눈빛이랄까요.,
story1_3_1_0_10,client,clt_idle_1,"방아쇠 위에 얹힌 손가락도 전혀 떨리지 않았고, 표정은 거의 광기에 가까워 보여요.",
story1_3_1_0_11,ink,ink_serious,"그렇게까지 감정을 표출했다는 건, 이 격발 직전이라는 이야기라는 건가?",
story1_3_1_0_12,client,clt_panic,그럴 가능성이 높죠.,
story1_3_1_0_13,client,clt_think,"우연한 마주침에서 나온 반응이 아니라, 계획된 사격.",계획된 사격
story1_3_1_0_14,client,clt_idle_1,감정이 실려 있으며 이를 표면에 대놓고 드러내는 사람...,
story1_3_1_0_15,client,clt_laugh,그런 부류 아닐까요?,
story1_3_1_0_16,ink,ink_serious,"총구를 겨누는 모습에서조차 그런 느낌이 들었다면, 피할 수 없는 순간이었겠군.",
story1_3_1_0_17,ink,ink_haught,"됐어, 이건 여기까지.",
story1_3_1_0_18,ink,ink_idle,그렇다면...,
