keys,speaker,act,dialogue,information
story1_4_11_0_0,ink,ink_serious,조금 직접적으로 물어보지. 자네 생각에는 말이야...,
story1_4_11_0_1,ink,ink_serious, 이 장면이 앞선 다른 총구 장면들과 감정적으로 연결되는 지점이 있다고 생각하나?,
story1_4_11_0_2,client,clt_think,단순히 총을 겨눈다는 행위만으로는 판단이 어렵네요...,
story1_4_11_0_3,client,clt_think,"인물의 표정, 몸짓, 그리고 그 순간의 호흡...",
story1_4_11_0_4,client,clt_idle_1,이런 요소들을 고려해야 할 것 같아요.,
story1_4_11_0_5,ink,ink_idle,"좋아, 예를 들어주겠나?",
story1_4_11_0_6,client,clt_think,"예를 들어, 한 장면에서는 주인공이 놀란 기색이 역력했죠.",
story1_4_11_0_7,client,clt_idle_1,갑작스러운 기습에 대한 반응이었을 테고요,
story1_4_11_0_8,client,clt_think,또 다른 한 장면에서는 적이 즐거워하는 표정을 짓고 있으며...,
story1_4_11_0_9,client,clt_panic,뭔가를 성공한 느낌의 모습이랄까?,
story1_4_11_0_10,client,clt_think,그런데 이번 장면에선...,
story1_4_11_0_11,client,clt_idle_1,"놀람보다는 확실한 결단, 갈등의 정점에 선 듯한 감정이 느껴요.",확실한 결단
story1_4_11_0_12,ink,ink_haught,"그 말인즉, 같은 갈등의 축 위에 있다는 얘기군.",갈등의 축
story1_4_11_0_13,client,clt_idle_1,감정이 연속선 위에 놓여 있다고 보셔도 될 것 같아요.,
story1_4_11_0_14,client,clt_idle_1,특히 자세나 눈빛에서 흐름이 연결되는 듯한 인상이 느껴져요.,
story1_4_11_0_15,client,clt_innocent,"단절이라기보단, 이어진 장면들 중 하나처럼요.",
story1_4_11_0_16,ink,ink_haught,"결국, 총을 겨눈다는 동일한 행동 안에...",
story1_4_11_0_17,ink,ink_idle,각기 다른 감정의 진폭이 스며든 셈이군.,
story1_4_11_0_18,client,clt_innocent,"그렇죠. 감정은 변화하지만, 그 맥락은 이어지고 있어요.",
story1_4_11_0_19,ink,ink_haught,"됐어, 이건 여기까지.",
story1_4_11_0_20,ink,ink_idle,그렇다면...,
