keys,speaker,act,dialogue,information
story1_2_2_0_0,ink,ink_serious,자네가 보기엔 총을 겨눈 손이 흔들리거나 굳어 있었는가?,
story1_2_2_0_1,client,clt_think,손이 눈에 띄게 떨리진 않네요.,
story1_2_2_0_2,client,clt_idle_1,대신 굳어 있었다는 표현이 더 어울린다고 할까?,
story1_2_2_0_3,client,clt_idle_1,마치 그 순간에 시간이 멈춘 것처럼...,
story1_2_2_0_4,client,clt_laugh,손끝 하나 움직이기 싫은 기류랄까요.,
story1_2_2_0_5,ink,ink_haught,여유 있게 겨눈 건 아니라는 거군.,
story1_2_2_0_6,client,clt_idle_1,"여유는커녕, 방아쇠를 당기기 직전까지도...",
story1_2_2_0_7,client,clt_idle_1,그 손엔 일종의 머뭇거림이 있었어요.,
story1_2_2_0_8,client,clt_innocent,"단순한 긴장이 아니라, 놀람에서 오는 정지 상태에 가까워 보여요.",
story1_2_2_0_9,client,clt_think,"본능적으로 조준은 했지만, 머리보다 몸이 먼저 움직인 느낌?",
story1_2_2_0_10,ink,ink_idle,"방아쇠를 당긴 직후인 것으로 보아, 맞는 것 같군.",
story1_2_2_0_11,client,clt_idle_1,이미 총구에선 연기가 퍼지고 있었죠.,
story1_2_2_0_12,client,clt_idle_1,그러니까 총은 쐈지만...,
story1_2_2_0_13,client,clt_laugh,그 타이밍 자체가 약간 뒤늦은 거죠.,
story1_2_2_0_14,client,clt_innocent,예상 못 한 공격에 반사적으로 대응한 듯한 인상이 강해요.,
story1_2_2_0_15,ink,ink_haught,그럼 공격이라기보단 반응에 가까운 움직임이었다는 건가?,
story1_2_2_0_16,client,clt_idle_1,"예, 정확히요. 쏘겠다는 의지가 아니라.",
story1_2_2_0_17,client,clt_think,이제 쏘게 될 수밖에 없는 상황에서 터져 나온 느낌?,
story1_2_2_0_18,client,clt_innocent,반사적인 총성 같은 느낌이죠.,반사적인 총성
story1_2_2_0_19,ink,ink_serious,침착함보다 본능이 앞섰다는 거군.,
story1_2_2_0_20,ink,ink_haught,"됐어, 이건 여기까지.",
story1_2_2_0_21,ink,ink_idle,그렇다면...,
