keys,speaker,act,dialogue,information
story1_3_2_0_0,ink,ink_serious,적의 조준 자세가 훈련된 자세처럼 느껴졌나?,
story1_3_2_0_1,client,clt_think,그건... 좀 애매하네요...,
story1_3_2_0_2,client,clt_idle_1,군대식 딱딱한 느낌은 아니었거든요.,
story1_3_2_0_3,ink,ink_anger,각이 잡힌 느낌이라고 하는 거라네.,
story1_3_2_0_4,client,clt_idle_1,하지만 그렇다고 허술하다는 것도 아니고요.,
story1_3_2_0_5,client,clt_innocent,오히려 스스로 익힌 방식처럼 보였어요.,
story1_3_2_0_6,client,clt_think,"누가 정석대로 가르쳐 준 게 아니라, 실전에 부딪히면서 몸에 익힌 거 아닐까요?",
story1_3_2_0_7,ink,ink_haught,"자기가 만든 방식으로, 하지만 익숙하게 쏜다... 그런 건가?",
story1_3_2_0_8,client,clt_idle_1,한 손으로 권총을 들고 있는 데다가...,
story1_3_2_0_9,client,clt_innocent,손에 힘이 지나치지도 않고 부족하지도 않아요.,
story1_3_2_0_10,client,clt_idle_1,"조준선이 흔들리지 않아서, 조준 자체는 확실히 숙련된 편인 것 같아요.",숙련된 조준
story1_3_2_0_11,ink,ink_serious,그럼 그냥 운 좋은 사격은 아니란 얘기군.,
story1_3_2_0_12,client,clt_think,"일부러 힘을 빼고 쏜 건지, 아니면 그게 원래 스타일인지...",
story1_3_2_0_13,client,clt_idle_1,아무튼 꽤 오래 저런 식으로 싸워온 사람 같아요.,
story1_3_2_0_14,ink,ink_idle,"훈련된 적보다 무서운 게, 스스로 익힌 놈이지.",
story1_3_2_0_15,ink,ink_serious,실패를 버텨낸 자니까.,
story1_3_2_0_16,client,clt_panic,오... 오글거려.,
story1_3_2_0_17,ink,ink_anger,... 나중에 두고 보자고.,
story1_3_2_0_18,ink,ink_haught,"후... 됐어, 이건 여기까지.",
story1_3_2_0_19,ink,ink_idle,그렇다면...,
