keys,speaker,act,dialogue,information
story1_3_0_0_0,ink,ink_serious,적이 겨눈 총구가 정확히 누구를 향하고 있는지 보이나?,
story1_3_0_0_1,client,clt_innocent,거의 틀림없이 주인공인 것 같아요.,
story1_3_0_0_2,client,clt_think,총의 각도가 너무 똑바로 그쪽으로 쏠려 있잖아요?,
story1_3_0_0_3,client,clt_idle_1,어설픈 흔들림도 없었고요.,
story1_3_0_0_4,ink,ink_haught,혹시 주변을 견제하는 조준이었을 가능성은 어떤가?,
story1_3_0_0_5,client,clt_think,"글쎄요, 보통 그런 경우라면...",
story1_3_0_0_6,client,clt_idle_1,"총구가 조금 더 넓게 움직였을 텐데, 이건 명확했어요.",
story1_3_0_0_7,client,clt_think,"일직선, 주인공 정면. 이건 맞지 않을까요?",
story1_3_0_0_8,client,clt_idle_1,게다가 주인공이 눈치챌 것 같구요. ,
story1_3_0_0_9,ink,ink_idle,주인공이 반응한 걸 보면... 단순한 경계가 아니었겠군.,
story1_3_0_0_10,ink,ink_serious,그런 식의 조준은 격발이 목적이겠고 말이야.,
story1_3_0_0_11,client,clt_think,주인공이 몸을 움직이지 못했던 건...,
story1_3_0_0_12,client,clt_idle_1,그 짧은 순간에 여러 판단이 스친 탓이었을 거고요.,
story1_3_0_0_13,client,clt_laugh,지금 쏘면 난 맞는다는 감각이 있는 거죠.,
story1_3_0_0_14,ink,ink_panic,그럼 이미 겨냥은 오래전부터 시작됐던 셈이군.,저격 대기
story1_3_0_0_15,client,clt_think,기다리고 있었던 거 아닐까요?,
story1_3_0_0_16,client,clt_innocent,"주인공이 정확히 그 자리, 그 타이밍에 나타나기를 말이죠.",
story1_3_0_0_17,client,clt_laugh,"준비된 조준선, 그런 기색이에요.",
story1_3_0_0_18,ink,ink_haught,"됐어, 이건 여기까지.",
story1_3_0_0_19,ink,ink_idle,그렇다면...,
