keys,speaker,act,dialogue,information
story1_1_8_0_0,ink,ink_serious,누군가를 만나기로 약속되어 있던 상황같나?,
story1_1_8_0_1,client,clt_idle_1,은근히 암시되고 있는 것 같아요.,
story1_1_8_0_2,client,clt_think,일단 저 위치는... 주인공의 뒤편이네요.,
story1_1_8_0_3,client,clt_think,복도의 그림자 진 구역에 있는 것도 보면...,
story1_1_8_0_4,client,clt_idle_1,그 자리에 말없이 서 있다는 것 자체가 목적이 뻔하네요.,
story1_1_8_0_5,ink,ink_haught,"기다리던 게 아니고, 숨을 죽이고 있던 거였군.",숨죽이고 있던 실루엣
story1_1_8_0_6,ink,ink_idle,그렇다면 표정이나 태도는 어떤 것 같나?,
story1_1_8_0_7,client,clt_idle_1,... 웃고 있네요.,
story1_1_8_0_8,client,clt_panic,윽... 소름돋네.,
story1_1_8_0_9,ink,ink_panic,마치 곧 할 일을 생각하면 웃음이 난다는 식의 웃음이군.,
story1_1_8_0_10,client,clt_think,저런 종류의 사람은 흔치 않아요.,
story1_1_8_0_11,client,clt_idle_1,싸우기도 전에 웃고 있다면...,
story1_1_8_0_12,client,clt_innocent,그건 이미 각본을 다 짜놓았다는 뜻이겠죠.,
story1_1_8_0_13,ink,ink_anger,... 내 얘기인가?,
story1_1_8_0_14,client,clt_laugh,그럴리가요.,
story1_1_8_0_15,ink,ink_haught,... 일단 알겠네.,
story1_1_8_0_16,ink,ink_haught,"됐어, 이건 여기까지.",
story1_1_8_0_17,ink,ink_idle,그렇다면...,
