keys,speaker,act,dialogue,information
story1_1_3_0_0,ink,ink_serious,바닥에 떨어진 것들은 어떤 것들로 이루어져 있는지 보이나?,
story1_1_3_0_1,client,clt_panic,어... 그게 중요한가요?,
story1_1_3_0_2,ink,ink_idle,이후의 장면과 어떻게 이어지는지를 확인하기 위함이지.,
story1_1_3_0_3,client,clt_think,음... 자세히 보면...,
story1_1_3_0_4,client,clt_idle_1,마루에 검은 얼룩 같은 게 보이네요.,
story1_1_3_0_5,client,clt_idle_1,마른 핏자국 같기도 하고요.,마른 핏자국
story1_1_3_0_6,ink,ink_idle,그것 외에는?,
story1_1_3_0_7,client,clt_panic,잘 모르겠네요...,
story1_1_3_0_8,ink,ink_haught,마른 핏자국이라...,
story1_1_3_0_9,ink,ink_idle,그렇다면 여기서는 이전에 전투가 일어났던 곳이겠군.,
story1_1_3_0_10,client,clt_think,그러면 이번에도 전투가 일어날까요?,
story1_1_3_0_11,ink,ink_idle,다른 장면들을 보면 그럴 가능성이 크지.,
story1_1_3_0_12,ink,ink_idle,"여기서 적을 마주치고, 서로 총을 겨누는 걸세.",
story1_1_3_0_13,client,clt_laugh,흔한 하드보일드물의 시작 클리셰네요.,
story1_1_3_0_14,ink,ink_haught,"됐어, 이건 여기까지.",
story1_1_3_0_15,ink,ink_idle,그렇다면...,
